Gene	Ensembl	regulator	Gene.synonym	Gene.description
ADIPOQ	ENSG00000181092	0	ACDC, ACRP30, adiponectin, apM1, GBP28	Adiponectin, C1Q and collagen domain containing
F2R	ENSG00000181104	0	CF2R, PAR-1, PAR1, TR	Coagulation factor II thrombin receptor
ZNF707	ENSG00000181135	1		Zinc finger protein 707
MUC16	ENSG00000181143	0	CA125, FLJ14303	Mucin 16, cell surface associated
NPM1	ENSG00000181163	0	B23, NPM	Nucleophosmin 1
PJA1	ENSG00000181191	0	FLJ11830, RNF70	Praja ring finger ubiquitin ligase 1
DHTKD1	ENSG00000181192	0	CMT2Q, DKFZP762M115, KIAA1630, MGC3090	Dehydrogenase E1 and transketolase domain containing 1
PENK	ENSG00000181195	0		Proenkephalin
C4orf50	ENSG00000181215	0	FLJ46481	Chromosome 4 open reading frame 50
H2AW	ENSG00000181218	0	HIST3H2A, MGC3165	H2A.W histone
ZNF746	ENSG00000181220	1	FLJ31413, PARIS	Zinc finger protein 746
POLR2A	ENSG00000181222	0	POLR2, POLRA, RPB1	RNA polymerase II subunit A
TMEM132C	ENSG00000181234	0	DKFZp761O2018, PPP1R152	Transmembrane protein 132C
SLC25A41	ENSG00000181240	0	APC4, FLJ40442, MGC34725	Solute carrier family 25 member 41
TLCD5	ENSG00000181264	0	MGC17839, TMEM136	TLC domain containing 5
OR5AK2	ENSG00000181273	0		Olfactory receptor family 5 subfamily AK member 2
FRAT2	ENSG00000181274	0		FRAT regulator of WNT signaling pathway 2
TMEM102	ENSG00000181284	0	CBAP, FLJ36878	Transmembrane protein 102
TMEM132E	ENSG00000181291	0	DFNB99	Transmembrane protein 132E
ZNF322	ENSG00000181315	1	bA457M11.2, bA457M11.3, HCG12, ZNF322A, ZNF388, ZNF489	Zinc finger protein 322
NME9	ENSG00000181322	0	NM23-H9, TXL-2, TXNDC6	NME/NM23 family member 9
SPEM1	ENSG00000181323	0	C17orf83, FLJ40081	Spermatid maturation 1
HEPHL1	ENSG00000181333	0	DKFZp686F22190	Hephaestin like 1
LRRC75A	ENSG00000181350	0	C17orf76, FAM211A, FLJ35696	Leucine rich repeat containing 75A
OR5M8	ENSG00000181371	0		Olfactory receptor family 5 subfamily M member 8
CCL13	ENSG00000181374	0	CKb10, MCP-4, MGC17134, NCC-1, SCYA13, SCYL1	C-C motif chemokine ligand 13
CFAP65	ENSG00000181378	0	CCDC108, DKFZp434O0527, MGC35338	Cilia and flagella associated protein 65
DDX60L	ENSG00000181381	0	FLJ31033	DExD/H-box 60 like
SYNE4	ENSG00000181392	0	C19orf46, DFNB76, FLJ36445, Nesp4, Nesprin-4	Spectrin repeat containing nuclear envelope family member 4
OGFOD3	ENSG00000181396	0	C17orf101, FLJ22222	2-oxoglutarate and iron dependent oxygenase domain containing 3
WASHC1	ENSG00000181404	0	FAM39E, FLJ00038, WASH1	WASH complex subunit 1
UTS2R	ENSG00000181408	0	GPR14	Urotensin 2 receptor
AATK	ENSG00000181409	0	AATYK, AATYK1, KIAA0641, LMR1, LMTK1, PPP1R77	Apoptosis associated tyrosine kinase
DDN	ENSG00000181418	0	KIAA0749	Dendrin
SAGE1	ENSG00000181433	0	CT14, SAGE	Sarcoma antigen 1
ZNF467	ENSG00000181444	1	EZI, Zfp467	Zinc finger protein 467
SOX2	ENSG00000181449	1		SRY-box transcription factor 2
ZNF678	ENSG00000181450	1	MGC42493	Zinc finger protein 678
TMEM45A	ENSG00000181458	0	DERP7, FLJ10134	Transmembrane protein 45A
RAP2B	ENSG00000181467	0		RAP2B, member of RAS oncogene family
ZBTB2	ENSG00000181472	1	bA351K16.2, KIAA1483, ZNF437	Zinc finger and BTB domain containing 2
RNF135	ENSG00000181481	0	MGC13061	Ring finger protein 135
OR6T1	ENSG00000181499	0		Olfactory receptor family 6 subfamily T member 1
ACBD4	ENSG00000181513	0	FLJ13322	Acyl-CoA binding domain containing 4
OR8D4	ENSG00000181518	0		Olfactory receptor family 8 subfamily D member 4
SGSH	ENSG00000181523	0	HSS, MPS3A, SFMD	N-sulfoglucosamine sulfohydrolase
MAB21L2	ENSG00000181541	0		Mab-21 like 2
FANCB	ENSG00000181544	0	FAAP95, FAB, FLJ34064	FA complementation group B
EDDM3B	ENSG00000181552	0	FAM12B, HE3-BETA	Epididymal protein 3B
SETD2	ENSG00000181555	0	FLJ23184, HIF-1, HYPB, KIAA1732, KMT3A	SET domain containing 2, histone lysine methyltransferase
EDDM3A	ENSG00000181562	0	FAM12A, HE3-ALPHA	Epididymal protein 3A
TMIE	ENSG00000181585	0	DFNB6	Transmembrane inner ear
MEX3D	ENSG00000181588	0	KIAA2031, OK/SW-cl.4, RKHD1, RNF193, Tino	Mex-3 RNA binding family member D
OR52D1	ENSG00000181609	0		Olfactory receptor family 52 subfamily D member 1
MRPS23	ENSG00000181610	0	CGI-138, HSPC329, MRP-S23	Mitochondrial ribosomal protein S23
OR52H1	ENSG00000181616	0		Olfactory receptor family 52 subfamily H member 1
FDCSP	ENSG00000181617	0	C4orf7, FDC-SP	Follicular dendritic cell secreted protein
GPR135	ENSG00000181619	0	HUMNPIIY20, PAFR	G protein-coupled receptor 135
SLX1B	ENSG00000181625	0	GIYD2, MGC5178	SLX1 homolog B, structure-specific endonuclease subunit
ANKRD62	ENSG00000181626	0	DKFZp779B1634	Ankyrin repeat domain 62
P2RY13	ENSG00000181631	0	FKSG77, GPR86, GPR94, P2Y13	Purinergic receptor P2Y13
TNFSF15	ENSG00000181634	0	MGC129934, MGC129935, TL1, TL1A, VEGI, VEGI192A	TNF superfamily member 15
ZFP41	ENSG00000181638	0	FLJ00028, FLJ38705, ZNF753	ZFP41 zinc finger protein
PHLDA2	ENSG00000181649	0	BWR1C, HLDA2, IPL, TSSC3	Pleckstrin homology like domain family A member 2
ATG9B	ENSG00000181652	0	APG9L2, FLJ14885, NOS3AS, SONE	Autophagy related 9B
GPR88	ENSG00000181656	0		G protein-coupled receptor 88
ZNF875	ENSG00000181666	1	HKR1	Zinc finger protein 875
PLAG1	ENSG00000181690	1	ZNF912	PLAG1 zinc finger
OR8H1	ENSG00000181693	0		Olfactory receptor family 8 subfamily H member 1
OR5T1	ENSG00000181698	0	OR5T1P	Olfactory receptor family 5 subfamily T member 1
YIPF6	ENSG00000181704	0	FinGER6, MGC21416	Yip1 domain family member 6
OR5T2	ENSG00000181718	0		Olfactory receptor family 5 subfamily T member 2
ZBTB20	ENSG00000181722	1	DKFZp566F123, DPZF, ODA-8S, ZNF288	Zinc finger and BTB domain containing 20
OR2Z1	ENSG00000181733	0	OR2Z2	Olfactory receptor family 2 subfamily Z member 1
DIPK2A	ENSG00000181744	0	C3orf58, DIA1, HASF, MGC33365	Divergent protein kinase domain 2A
MACIR	ENSG00000181751	0	C5orf30, FLJ25291	Macrophage immunometabolism regulator
OR8K5	ENSG00000181752	0		Olfactory receptor family 8 subfamily K member 5
AMIGO1	ENSG00000181754	0	AMIGO, KIAA1163	Adhesion molecule with Ig like domain 1
OR8H3	ENSG00000181761	0		Olfactory receptor family 8 subfamily H member 3
OR8H2	ENSG00000181767	0		Olfactory receptor family 8 subfamily H member 2
GPR3	ENSG00000181773	0	ACCA	G protein-coupled receptor 3
TMEM252	ENSG00000181778	0	C9orf71, MGC34760	Transmembrane protein 252
ODF3L2	ENSG00000181781	0	C19orf19, FLJ40059	Outer dense fiber of sperm tails 3 like 2
OR5AS1	ENSG00000181785	0		Olfactory receptor family 5 subfamily AS member 1
ACTL9	ENSG00000181786	0	MGC33407	Actin like 9
SIAH2	ENSG00000181788	0		Siah E3 ubiquitin protein ligase 2
COPG1	ENSG00000181789	0	COPG	COPI coat complex subunit gamma 1
ADGRB1	ENSG00000181790	0	BAI1	Adhesion G protein-coupled receptor B1
OR6S1	ENSG00000181803	0	OR6S1Q	Olfactory receptor family 6 subfamily S member 1
SLC9A9	ENSG00000181804	0	FLJ35613, NHE9	Solute carrier family 9 member A9
LSM10	ENSG00000181817	0	MGC15749	LSM10, U7 small nuclear RNA associated
RELL1	ENSG00000181826	0		RELT like 1
RFX7	ENSG00000181827	1	FLJ12994, RFXDC2	Regulatory factor X7
SLC35C1	ENSG00000181830	0	FLJ11320, FUCT1	Solute carrier family 35 member C1
TIGIT	ENSG00000181847	0	DKFZp667A205, FLJ39873, VSIG9, VSTM3	T cell immunoreceptor with Ig and ITIM domains
RNF41	ENSG00000181852	0	NRDP1, SBBI03	Ring finger protein 41
SLC2A4	ENSG00000181856	0	GLUT4	Solute carrier family 2 member 4
FTMT	ENSG00000181867	0	MtF	Ferritin mitochondrial
IBA57	ENSG00000181873	0	C1orf69, FLJ12734	Iron-sulfur cluster assembly factor IBA57
CLDN7	ENSG00000181885	0	CEPTRL2, CPETRL2, Hs.84359	Claudin 7
ZNF329	ENSG00000181894	1	FLJ12586	Zinc finger protein 329
ZNF101	ENSG00000181896	1	DKFZp570I0164, HZF12	Zinc finger protein 101
OR4C6	ENSG00000181903	0		Olfactory receptor family 4 subfamily C member 6
C5orf24	ENSG00000181904	0	FLJ37562	Chromosome 5 open reading frame 24
ADO	ENSG00000181915	0	C10orf22, FLJ14547	2-aminoethanethiol dioxygenase
COA4	ENSG00000181924	0	CHCHD8, CMC3, E2IG2	Cytochrome c oxidase assembly factor 4 homolog
OR4P4	ENSG00000181927	0	OR4P3P	Olfactory receptor family 4 subfamily P member 4
PRKAG1	ENSG00000181929	0		Protein kinase AMP-activated non-catalytic subunit gamma 1
GINS3	ENSG00000181938	0	FLJ13912, PSF3	GINS complex subunit 3
OR4C15	ENSG00000181939	0		Olfactory receptor family 4 subfamily C member 15
OR4A15	ENSG00000181958	0		Olfactory receptor family 4 subfamily A member 15
OR4A16	ENSG00000181961	0	OR4A16Q	Olfactory receptor family 4 subfamily A member 16
OR52K2	ENSG00000181963	0		Olfactory receptor family 52 subfamily K member 2
NEUROG1	ENSG00000181965	1	AKA, bHLHa6, Math4C, NEUROD3, ngn1	Neurogenin 1
CCDC149	ENSG00000181982	0	DKFZp761B107	Coiled-coil domain containing 149
MRPS11	ENSG00000181991	0	FLJ22512, FLJ23406, HCC-2	Mitochondrial ribosomal protein S11
SNRPE	ENSG00000182004	0	Sm-E	Small nuclear ribonucleoprotein polypeptide E
RTKN2	ENSG00000182010	0	bA531F24.1, Em:AC024597.2, FLJ39352, PLEKHK1	Rhotekin 2
PNMA8A	ENSG00000182013	0	FLJ10781, KIAA1183L, PNMAL1	PNMA family member 8A
CHST15	ENSG00000182022	0	BRAG, GALNAC4S-6ST, KIAA0598	Carbohydrate sulfotransferase 15
ADIG	ENSG00000182035	0	MGC39724, RP5-1100H13.2, SMAF1	Adipogenin
USH1G	ENSG00000182040	0	ANKS4A, FLJ33924, Sans	USH1 protein network component sans
MGAT4C	ENSG00000182050	0	HGNT-IV-H	MGAT4 family member C
TRIM49B	ENSG00000182053	0		Tripartite motif containing 49B
IDH2	ENSG00000182054	0		Isocitrate dehydrogenase (NADP(+)) 2
OR52A1	ENSG00000182070	0	HPFH1OR	Olfactory receptor family 52 subfamily A member 1
OR6B2	ENSG00000182083	0	OR6B2P	Olfactory receptor family 6 subfamily B member 2
TMEM259	ENSG00000182087	0	ASBABP1, C19orf6, MBRL, MGC4022	Transmembrane protein 259
GET1	ENSG00000182093	0	CHD5, WRB	Guided entry of tail-anchored proteins factor 1
TNRC18	ENSG00000182095	0	CAGL79, KIAA1856, TNRC18A	Trinucleotide repeat containing 18
FAM181B	ENSG00000182103	0	LOC220382, MGC33846	Family with sequence similarity 181 member B
TMEM30B	ENSG00000182107	0	CDC50B	Transmembrane protein 30B
DEXI	ENSG00000182108	0	MYLE	Dexi homolog
ZNF716	ENSG00000182111	1	FLJ46189	Zinc finger protein 716
NOP10	ENSG00000182117	0	MGC70651, NOLA3, NOP10P	NOP10 ribonucleoprotein
FAM89A	ENSG00000182118	0	C1orf153, MGC15887	Family with sequence similarity 89 member A
KCNIP1	ENSG00000182132	0	KCHIP1	Potassium voltage-gated channel interacting protein 1
TDRKH	ENSG00000182134	0	TDRD2	Tudor and KH domain containing
ZNF708	ENSG00000182141	1	KOX8, ZNF15, ZNF15L1	Zinc finger protein 708
IST1	ENSG00000182149	0	CHMP8, KIAA0174	IST1 factor associated with ESCRT-III
ERCC6L2	ENSG00000182150	0	C9orf102, FLJ37706, HEBO, RAD26L	ERCC excision repair 6 like 2
MRPL41	ENSG00000182154	0	BMRP, MRP-L27, MRPL27, PIG3, RPML27	Mitochondrial ribosomal protein L41
ENPP7	ENSG00000182156	0	alk-SMase, NPP7	Ectonucleotide pyrophosphatase/phosphodiesterase 7
CREB3L2	ENSG00000182158	1	BBF2H7, TCAG_1951439	CAMP responsive element binding protein 3 like 2
P2RY8	ENSG00000182162	0	P2Y8	P2Y receptor family member 8
UNC5C	ENSG00000182168	0		Unc-5 netrin receptor C
MRGPRG	ENSG00000182170	0	GPR169, mrgG	MAS related GPR family member G
TSEN54	ENSG00000182173	0	SEN54, SEN54L	TRNA splicing endonuclease subunit 54
RGMA	ENSG00000182175	0	RGM	Repulsive guidance molecule BMP co-receptor a
ASB18	ENSG00000182177	0		Ankyrin repeat and SOCS box containing 18
UBA7	ENSG00000182179	0	D8, UBA1B, UBE1L, UBE2	Ubiquitin like modifier activating enzyme 7
MRPS16	ENSG00000182180	0	CGI-132	Mitochondrial ribosomal protein S16
SHISAL2A	ENSG00000182183	0	FAM159A, MGC52498	Shisa like 2A
RAD51B	ENSG00000182185	0	hREC2, R51H2, RAD51L1, REC2	RAD51 paralog B
CRYGB	ENSG00000182187	0	CRYG2	Crystallin gamma B
LDOC1	ENSG00000182195	0	BCUR1, Mar7, Mart7, RTL7, SIRH7	LDOC1 regulator of NFKB signaling
ARL6IP4	ENSG00000182196	0	SFRS20, SR-25, SRp25, SRrp37	ADP ribosylation factor like GTPase 6 interacting protein 4
EXT1	ENSG00000182197	0	LGCR, LGS, ttv	Exostosin glycosyltransferase 1
SHMT2	ENSG00000182199	0	SHMT	Serine hydroxymethyltransferase 2
MOB2	ENSG00000182208	0	HCCA2	MOB kinase activator 2
HHIPL1	ENSG00000182218	0	KIAA1822	HHIP like 1
ATP6AP2	ENSG00000182220	0	APT6M8-9, ATP6IP2, ATP6M8-9, M8-9, PRR, RENR	ATPase H+ transporting accessory protein 2
ZAR1	ENSG00000182223	0	Z3CXXC6	Zygote arrest 1
CYB5D1	ENSG00000182224	0	FLJ32499	Cytochrome b5 domain containing 1
FAM153B	ENSG00000182230	0		Family with sequence similarity 153 member B
BACE2	ENSG00000182240	0	AEPLC, ALP56, CEAP1, DRAP	Beta-secretase 2
UBE2E2	ENSG00000182247	0	FLJ25157, UbcH8	Ubiquitin conjugating enzyme E2 E2
SYNM	ENSG00000182253	0	DMN, KIAA0353, SYN	Synemin
KCNA4	ENSG00000182255	0	HK1, HPCN2, KCNA4L, Kv1.4	Potassium voltage-gated channel subfamily A member 4
GABRG3	ENSG00000182256	0		Gamma-aminobutyric acid type A receptor subunit gamma3
NLRP10	ENSG00000182261	0	CLR11.1, NALP10, NOD8, PAN5, Pynod	NLR family pyrin domain containing 10
FIGN	ENSG00000182263	0		Fidgetin, microtubule severing factor
IZUMO1	ENSG00000182264	0	IZUMO, MGC34799, OBF	Izumo sperm-egg fusion 1
TMIGD1	ENSG00000182271	0	TMIGD, UNQ9372	Transmembrane and immunoglobulin domain containing 1
B4GALNT4	ENSG00000182272	0	FLJ25045, NGalNAc-T1	Beta-1,4-N-acetyl-galactosaminyltransferase 4
AP1S2	ENSG00000182287	0	MRX59, MRXS5, PGS, SIGMA1B	Adaptor related protein complex 1 subunit sigma 2
C8orf33	ENSG00000182307	0	FLJ20989	Chromosome 8 open reading frame 33
DCAF4L1	ENSG00000182308	0	WDR21B	DDB1 and CUL4 associated factor 4 like 1
SPACA6	ENSG00000182310	0	LET7EH, LINC00085, NCRNA00085, SPACA6P	Sperm acrosome associated 6
MBD3L3	ENSG00000182315	0		Methyl-CpG binding domain protein 3 like 3
ZSCAN22	ENSG00000182318	1	HKR2, ZNF50	Zinc finger and SCAN domain containing 22
KCNJ14	ENSG00000182324	0	IRK4, Kir2.4	Potassium inwardly rectifying channel subfamily J member 14
FBXL6	ENSG00000182325	0	FBL6	F-box and leucine rich repeat protein 6
C1S	ENSG00000182326	0		Complement C1s
GLTPD2	ENSG00000182327	0		Glycolipid transfer protein domain containing 2
KIAA2012	ENSG00000182329	0		KIAA2012
PRAMEF8	ENSG00000182330	0		PRAME family member 8
LIPF	ENSG00000182333	0	HGL, HLAL	Lipase F, gastric type
OR5P3	ENSG00000182334	0	JCG1	Olfactory receptor family 5 subfamily P member 3
DAOA	ENSG00000182346	0	G72	D-amino acid oxidase activator
ZNF804B	ENSG00000182348	0	FLJ32110	Zinc finger protein 804B
KBTBD3	ENSG00000182359	0	BKLHD3	Kelch repeat and BTB domain containing 3
YBEY	ENSG00000182362	0	C21orf57	YbeY metalloendoribonuclease
CLN8	ENSG00000182372	0	C8orf61, EPMR, FLJ39417, TLCD6	CLN8 transmembrane ER and ERGIC protein
PLCXD1	ENSG00000182378	0	FLJ11323	Phosphatidylinositol specific phospholipase C X domain containing 1
NXPH4	ENSG00000182379	0	NPH4	Neurexophilin 4
CACNB4	ENSG00000182389	0	EJM4	Calcium voltage-gated channel auxiliary subunit beta 4
IFNL1	ENSG00000182393	0	IL-29, IL29	Interferon lambda 1
TRAPPC6B	ENSG00000182400	0		Trafficking protein particle complex 6B
PGBD4	ENSG00000182405	0	FLJ32638, FLJ37497	PiggyBac transposable element derived 4
CDY2A	ENSG00000182415	0	CDY2	Chromodomain Y-linked 2A
NPLOC4	ENSG00000182446	0	FLJ20657, KIAA1499, NPL4	NPL4 homolog, ubiquitin recognition factor
OTOL1	ENSG00000182447	0	C1QTNF15, C1QTNF16	Otolin 1
KCNK4	ENSG00000182450	0	K2p4.1, TRAAK	Potassium two pore domain channel subfamily K member 4
TEX19	ENSG00000182459	0	FLJ35767	Testis expressed 19
TSHZ2	ENSG00000182463	1	C20orf17, OVC10-2, TSH2, ZABC2, ZNF218	Teashirt zinc finger homeobox 2
CAPN12	ENSG00000182472	0		Calpain 12
EXOC7	ENSG00000182473	0	BLOM4, EXO70, Exo70p, KIAA1067, YJL085W	Exocyst complex component 7
KPNA2	ENSG00000182481	0	IPOA1, QIP2, RCH1, SRP1alpha	Karyopherin subunit alpha 2
WASH6P	ENSG00000182484	0	CXYorf1, FAM39A	WASP family homolog 6, pseudogene
XKRX	ENSG00000182489	0	XKR2, XPLAC	XK related X-linked
BGN	ENSG00000182492	0	DSPG1, SLRR1A	Biglycan
CEP97	ENSG00000182504	0	FLJ23047, LRRIQ2	Centrosomal protein 97
LHFPL1	ENSG00000182508	0		LHFPL tetraspan subfamily member 1
FES	ENSG00000182511	0	FPS	FES proto-oncogene, tyrosine kinase
GLRX5	ENSG00000182512	0	C14orf87, GRX5, PR01238	Glutaredoxin 5
FAM104B	ENSG00000182518	0	CXorf44, FLJ20434	Family with sequence similarity 104 member B
TBPL2	ENSG00000182521	1	TBP2, TRF3	TATA-box binding protein like 2
CAV3	ENSG00000182533	0	LGMD1C, LQT9, VIP-21, VIP21	Caveolin 3
MXRA7	ENSG00000182534	0	FLJ46603, PS1TP1, TMAP1	Matrix remodeling associated 7
LIMK2	ENSG00000182541	0		LIM domain kinase 2
MFSD5	ENSG00000182544	0	HsMOT2, MGC11308	Major facilitator superfamily domain containing 5
RNASE10	ENSG00000182545	0	RAH1, RNASE9	Ribonuclease A family member 10 (inactive)
ADI1	ENSG00000182551	0	APL1, ARD, FLJ10913, HMFT1638, MTCBP-1, mtnD, SIPL	Acireductone dioxygenase 1
RWDD4	ENSG00000182552	0	FAM28A, MGC10198, RWDD4A	RWD domain containing 4
SPNS3	ENSG00000182557	0	MGC29671, SLC62A3	Sphingolipid transporter 3 (putative)
CLEC4G	ENSG00000182566	0	LSECtin, UNQ431	C-type lectin domain family 4 member G
SATB1	ENSG00000182568	1		SATB homeobox 1
NXPH3	ENSG00000182575	0	NPH3	Neurexophilin 3
CSF1R	ENSG00000182578	0	C-FMS, CD115, CSFR, FMS	Colony stimulating factor 1 receptor
EPHB3	ENSG00000182580	0	ETK2, Hek2, Tyro6	EPH receptor B3
VCX	ENSG00000182583	0	VCX-10r, VCX-B1, VCX1, VCX10R	Variable charge X-linked
ACTL10	ENSG00000182584	0	C20orf134	Actin like 10
EPGN	ENSG00000182585	0	ALGV3072, EPG, PRO9904	Epithelial mitogen
KRTAP11-1	ENSG00000182591	0	KAP11.1	Keratin associated protein 11-1
SNORC	ENSG00000182600	0	ASCL830, C2orf82, UNQ830	Secondary ossification center associated regulator of chondrocyte maturation
HS3ST4	ENSG00000182601	0	3OST4	Heparan sulfate-glucosamine 3-sulfotransferase 4
TRAK1	ENSG00000182606	0	KIAA1042, MILT1, OIP106	Trafficking kinesin protein 1
TSPAN10	ENSG00000182612	0	OCSP	Tetraspanin 10
OR2V2	ENSG00000182613	0	OR2V3, OST713	Olfactory receptor family 2 subfamily V member 2
PLCB1	ENSG00000182621	0	KIAA0581, PLC-I, PLC154	Phospholipase C beta 1
SKA2	ENSG00000182628	0	FAM33A, FLJ12758	Spindle and kinetochore associated complex subunit 2
RXFP3	ENSG00000182631	0	GPCR135, RLN3R1, RXFPR3, SALPR	Relaxin family peptide receptor 3
OR10G7	ENSG00000182634	0		Olfactory receptor family 10 subfamily G member 7
NDN	ENSG00000182636	0	HsT16328, PWCR	Necdin, MAGE family member
CCDC172	ENSG00000182645	0	C10orf96, MGC35062	Coiled-coil domain containing 172
OR4Q3	ENSG00000182652	0	C14orf13, OR4Q4	Olfactory receptor family 4 subfamily Q member 3
NTM	ENSG00000182667	0	CEPU-1, HNT, IGLON2, NTRI	Neurotrimin
TTC3	ENSG00000182670	0	DCRR1, RNF105, TPRD, TPRDI, TPRDII, TPRDIII	Tetratricopeptide repeat domain 3
KCNB2	ENSG00000182674	0	Kv2.2	Potassium voltage-gated channel subfamily B member 2
PPP1R27	ENSG00000182676	0	DYSFIP1, toonin	Protein phosphatase 1 regulatory subunit 27
BRICD5	ENSG00000182685	0	C16orf79, MGC21830	BRICHOS domain containing 5
GALR2	ENSG00000182687	0	GALNR2	Galanin receptor 2
RESP18	ENSG00000182698	0		Regulated endocrine specific protein 18
IGIP	ENSG00000182700	0	C5orf53, LOC492311	IgA inducing protein
TSKU	ENSG00000182704	0	E2IG4, LRRC54, TSK	Tsukushi, small leucine rich proteoglycan
CMC4	ENSG00000182712	0	MTCP1, MTCP1NB, p8, P8MTCP1	C-X9-C motif containing 4
ANXA2	ENSG00000182718	0	ANX2, ANX2L4, CAL1H, LIP2, LPC2D	Annexin A2
RGS6	ENSG00000182732	0		Regulator of G protein signaling 6
HOXB4	ENSG00000182742	1	HOX2, HOX2F	Homeobox B4
SLC35D3	ENSG00000182747	0	FRCL1	Solute carrier family 35 member D3
PAQR7	ENSG00000182749	0	MPRA, mSR	Progestin and adipoQ receptor family member 7
PAPPA	ENSG00000182752	0	ASBABP2, DIPLA1, IGFBP-4ase, PAPA, PAPP-A, PAPPA1	Pappalysin 1
MAFA	ENSG00000182759	1	hMafA, RIPE3b1	MAF bZIP transcription factor A
NGRN	ENSG00000182768	0	DSC92	Neugrin, neurite outgrowth associated
GRID1	ENSG00000182771	0	GluD1, KIAA1220	Glutamate ionotropic receptor delta type subunit 1
RPS17	ENSG00000182774	0	MGC72007, RPS17L, RPS17L1, RPS17L2, S17	Ribosomal protein S17
HCAR2	ENSG00000182782	0	GPR109A, HCA2, HM74A, NIACR1, Puma-g, PUMAG	Hydroxycarboxylic acid receptor 2
OR2T29	ENSG00000182783	0		Olfactory receptor family 2 subfamily T member 29
CCDC87	ENSG00000182791	0	FLJ10786	Coiled-coil domain containing 87
GSTA5	ENSG00000182793	0		Glutathione S-transferase alpha 5
C1orf116	ENSG00000182795	0	FLJ36507, MGC2742, MGC4309, SARG	Chromosome 1 open reading frame 116
MAGEB17	ENSG00000182798	0		MAGE family member B17
CRIP2	ENSG00000182809	0	CRP2, ESP1	Cysteine rich protein 2
DDX28	ENSG00000182810	0	FLJ11282, MDDX28	DEAD-box helicase 28
KRTAP13-2	ENSG00000182816	0	KAP13-2	Keratin associated protein 13-2
ACBD3	ENSG00000182827	0	GCP60, GOCAP1, GOLPH1, PAP7	Acyl-CoA binding domain containing 3
C16orf72	ENSG00000182831	0	FLJ41272, PRO0149	Chromosome 16 open reading frame 72
PLCXD3	ENSG00000182836	0		Phosphatidylinositol specific phospholipase C X domain containing 3
VMO1	ENSG00000182853	0		Vitelline membrane outer layer 1 homolog
OR4F15	ENSG00000182854	0		Olfactory receptor family 4 subfamily F member 15
ALG12	ENSG00000182858	0	CDG1G, ECM39	ALG12 alpha-1,6-mannosyltransferase
LCK	ENSG00000182866	0		LCK proto-oncogene, Src family tyrosine kinase
GALNT9	ENSG00000182870	0	GALNAC-T9	Polypeptide N-acetylgalactosaminyltransferase 9
COL18A1	ENSG00000182871	0	KNO, KNO1, KS	Collagen type XVIII alpha 1 chain
RBM10	ENSG00000182872	0	DXS8237E, GPATC9, GPATCH9, KIAA0122, S1-1, ZRANB5	RNA binding motif protein 10
ADGRG3	ENSG00000182885	0	GPR97, Pb99, PGR26	Adhesion G protein-coupled receptor G3
GLUD2	ENSG00000182890	0	GLUDP1	Glutamate dehydrogenase 2
TMEM95	ENSG00000182896	0	MGC129793, UNQ9390	Transmembrane protein 95
TCHHL1	ENSG00000182898	0	S100A17, THHL1	Trichohyalin like 1
RPL35A	ENSG00000182899	0	eL33, GIG33, L35A	Ribosomal protein L35a
RGS7	ENSG00000182901	0		Regulator of G protein signaling 7
SLC25A18	ENSG00000182902	0		Solute carrier family 25 member 18
ZNF721	ENSG00000182903	1	KIAA1982	Zinc finger protein 721
TCEAL7	ENSG00000182916	0	MGC23947, WEX5	Transcription elongation factor A like 7
C11orf54	ENSG00000182919	0	PTD012	Chromosome 11 open reading frame 54
